customer_id,gender,age,total_orders,price,payment_method,shopping_mall,invoice_date,Shopping Time,,,
CUST00981,Female,54,40,1827.81,UPI,Inorbit Mall,31-07-2023,Evening,,,
CUST00982,Male,62,20,4775.44,UPI,Orion Mall,31-12-2023,Night,,,
CUST00983,Male,55,28,2720.57,Credit Card,Orion Mall,04-01-2023,Afternoon,,,
CUST00984,Female,56,28,3556.65,Debit Card,Ambience Mall,31-08-2023,Morning,,,
CUST00985,Male,59,20,3340.83,Credit Card,Ambience Mall,11-07-2023,Afternoon,,,
CUST00986,Male,31,43,558.39,Cash,VR Mall,29-10-2023,Morning,,,
CUST00987,Male,40,17,4893.5,Cash,VR Mall,29-11-2023,Evening,,,
CUST00988,Female,51,19,770.1,Credit Card,Ambience Mall,18-11-2023,Evening,,,
CUST00989,Female,18,38,2737.25,Wallet,Orion Mall,08-04-2023,Afternoon,,,
CUST00990,Female,59,47,1548.37,Wallet,DLF Mall of India,22-11-2023,Evening,,,
CUST00991,Female,20,24,2084.83,Credit Card,Ambience Mall,04-08-2023,Afternoon,,,
CUST00992,Female,63,9,2557.92,Wallet,VR Mall,09-06-2023,Evening,,,
CUST00993,Male,37,33,2664.31,Credit Card,Select Citywalk,18-11-2023,Evening,,,
CUST00994,Male,51,40,4090.38,UPI,City Centre Mall,08-01-2023,Night,,,
CUST00995,Male,37,28,634.68,Credit Card,Elante Mall,09-12-2023,Evening,,,
CUST00996,Male,45,1,109.67,Cash,DLF Mall of India,19-01-2023,Morning,,,
CUST00997,Male,21,38,4013.59,Debit Card,City Centre Mall,08-06-2023,Evening,,,
CUST00998,Female,53,4,3505.84,UPI,City Centre Mall,11-08-2023,Afternoon,,,
CUST00999,Female,62,6,4474.25,UPI,Select Citywalk,21-12-2023,Evening,,,
CUST01000,Female,21,17,959.32,Debit Card,Phoenix Marketcity,19-09-2023,Night,,,
CUST01001,Male,24,36,3755.07,UPI,DLF Mall of India,05-10-2023,Night,,,
CUST01002,Female,24,40,2027.66,Cash,Ambience Mall,29-01-2023,Afternoon,,,
CUST01003,Female,61,33,3888.83,Credit Card,Phoenix Marketcity,20-03-2023,Morning,,,
CUST01004,Female,58,7,439.16,Debit Card,Select Citywalk,25-04-2023,Afternoon,,,
CUST01005,Female,26,33,2035.87,Wallet,Elante Mall,23-11-2023,Night,,,
CUST01006,Female,25,36,388.3,Cash,Phoenix Marketcity,02-02-2023,Evening,,,
CUST01007,Male,62,36,726.56,Wallet,DLF Mall of India,08-02-2023,Morning,,,
CUST01008,Male,54,47,3235.19,Debit Card,City Centre Mall,08-11-2023,Morning,,,
CUST01009,Male,33,1,2940.5,Debit Card,VR Mall,01-05-2023,Night,,,
CUST01010,Female,51,31,2480.68,Wallet,VR Mall,30-11-2023,Evening,,,
CUST01011,Female,37,25,3659.15,Credit Card,Elante Mall,29-03-2023,Afternoon,,,
CUST01012,Female,26,3,4602.9,Wallet,Orion Mall,17-09-2023,Evening,,,
CUST01013,Male,60,31,2945.28,Debit Card,City Centre Mall,12-04-2023,Night,,,
CUST01014,Female,60,47,473.08,UPI,Inorbit Mall,29-12-2023,Evening,,,
CUST01015,Male,44,47,696.25,Credit Card,Orion Mall,06-07-2023,Afternoon,,,
CUST01016,Female,20,46,2126.44,Cash,Select Citywalk,17-08-2023,Night,,,
CUST01017,Female,43,18,1834.89,Cash,Orion Mall,28-06-2023,Morning,,,
CUST01018,Female,21,27,1648.22,Cash,Select Citywalk,31-07-2023,Night,,,
CUST01019,Male,52,18,2961.92,Cash,City Centre Mall,19-12-2023,Afternoon,,,
CUST01020,Female,47,33,3652.72,Debit Card,DLF Mall of India,01-06-2023,Morning,,,
CUST01021,Male,19,39,4629.66,Credit Card,City Centre Mall,03-03-2023,Evening,,,
CUST01022,Male,30,31,3665.08,Cash,City Centre Mall,07-10-2023,Afternoon,,,
CUST01023,Male,34,8,2027.59,Wallet,Ambience Mall,03-01-2023,Night,,,
CUST01024,Female,63,27,2849.18,Wallet,VR Mall,08-04-2023,Evening,,,
CUST01025,Male,22,19,2191.02,Credit Card,Lulu Mall,30-04-2023,Night,,,
CUST01026,Female,53,34,4292.33,Credit Card,City Centre Mall,14-11-2023,Afternoon,,,
CUST01027,Male,57,18,4807.71,Debit Card,Phoenix Marketcity,27-01-2023,Evening,,,
CUST01028,Female,27,44,1907.67,Credit Card,Select Citywalk,25-10-2023,Afternoon,,,
CUST01029,Male,49,32,4484.87,Credit Card,Lulu Mall,28-06-2023,Night,,,
CUST01030,Male,39,42,887.68,Cash,Inorbit Mall,12-09-2023,Night,,,
CUST01031,Female,25,8,4260.13,Credit Card,Inorbit Mall,25-08-2023,Evening,,,
CUST01032,Male,43,35,2792.42,Debit Card,Ambience Mall,08-04-2023,Afternoon,,,
CUST01033,Male,25,3,2361.28,UPI,Orion Mall,03-07-2023,Morning,,,
CUST01034,Male,40,28,2141.57,Debit Card,Inorbit Mall,01-10-2023,Afternoon,,,
CUST01035,Male,55,5,4951.96,Wallet,VR Mall,04-07-2023,Morning,,,
CUST01036,Male,47,38,2498,Credit Card,Orion Mall,21-06-2023,Afternoon,,,
CUST01037,Female,33,15,202.59,UPI,Select Citywalk,09-07-2023,Evening,,,
CUST01038,Female,23,14,3397.87,Wallet,City Centre Mall,27-02-2023,Morning,,,
CUST01039,Female,36,12,1241.41,Credit Card,Ambience Mall,10-05-2023,Evening,,,
CUST01040,Male,64,24,669.94,Cash,Inorbit Mall,21-04-2023,Afternoon,,,
CUST01041,Female,31,31,4963.63,Wallet,Ambience Mall,21-11-2023,Evening,,,
CUST01042,Female,38,42,969.53,Wallet,City Centre Mall,11-09-2023,Morning,,,
CUST01043,Male,31,49,4011.89,Wallet,VR Mall,07-04-2023,Morning,,,
CUST01044,Male,34,48,1859.99,UPI,Phoenix Marketcity,08-01-2023,Afternoon,,,
CUST01045,Female,23,43,825.33,Debit Card,Select Citywalk,06-04-2023,Afternoon,,,
CUST01046,Female,63,31,1839.61,UPI,DLF Mall of India,17-06-2023,Morning,,,
CUST01047,Female,43,34,1437.18,Wallet,City Centre Mall,27-05-2023,Evening,,,
CUST01048,Female,18,49,4490.24,Cash,Ambience Mall,24-12-2023,Morning,,,
CUST01049,Male,49,7,3794.9,Wallet,Phoenix Marketcity,19-07-2023,Evening,,,
CUST01050,Female,38,18,2175.19,Credit Card,Elante Mall,17-08-2023,Night,,,
CUST01051,Male,40,12,1294.09,Credit Card,Orion Mall,07-10-2023,Morning,,,
CUST01052,Female,44,46,2419.26,Wallet,Inorbit Mall,04-03-2023,Morning,,,
CUST01053,Male,65,35,4593.59,Credit Card,Lulu Mall,17-10-2023,Morning,,,
CUST01054,Male,53,30,1668.91,UPI,Lulu Mall,08-12-2023,Evening,,,
CUST01055,Female,32,42,2326.37,Cash,Elante Mall,17-11-2023,Morning,,,
CUST01056,Female,57,19,325.53,UPI,Inorbit Mall,16-08-2023,Morning,,,
CUST01057,Female,42,2,2065.41,Wallet,Elante Mall,07-04-2023,Afternoon,,,
CUST01058,Male,26,27,4658.1,Debit Card,Phoenix Marketcity,02-05-2023,Evening,,,
CUST01059,Male,47,6,3116.31,Wallet,Inorbit Mall,09-03-2023,Morning,,,
CUST01060,Male,59,11,4516.2,Cash,Lulu Mall,28-11-2023,Night,,,
CUST01061,Female,31,7,2319.32,Debit Card,Select Citywalk,12-03-2023,Evening,,,
CUST01062,Female,38,43,299.78,Wallet,Elante Mall,30-04-2023,Morning,,,
CUST01063,Male,30,14,4778.84,Debit Card,Lulu Mall,15-08-2023,Afternoon,,,
CUST01064,Male,56,32,2849.31,Debit Card,Orion Mall,25-03-2023,Morning,,,
CUST01065,Male,65,1,4875.78,Credit Card,DLF Mall of India,08-11-2023,Night,,,
CUST01066,Female,41,41,4662.53,Credit Card,DLF Mall of India,01-04-2023,Night,,,
CUST01067,Male,32,35,2758.05,Debit Card,Lulu Mall,18-03-2023,Afternoon,,,
CUST01068,Male,64,19,2917.41,Debit Card,Elante Mall,04-09-2023,Afternoon,,,
CUST01069,Male,49,46,4448.75,Wallet,Lulu Mall,30-05-2023,Morning,,,
CUST01070,Male,46,2,351.23,Debit Card,Orion Mall,21-12-2023,Evening,,,
CUST01071,Female,30,45,2777.76,Debit Card,DLF Mall of India,05-07-2023,Evening,,,
CUST01072,Female,33,1,72.26,Debit Card,Lulu Mall,15-09-2023,Morning,,,
CUST01073,Male,34,41,4305.48,Debit Card,Ambience Mall,13-05-2023,Night,,,
CUST01074,Male,54,5,2283.98,Credit Card,DLF Mall of India,08-07-2023,Afternoon,,,
CUST01075,Male,50,28,1562.77,Cash,Ambience Mall,02-12-2023,Morning,,,
CUST01076,Male,61,8,4026.52,Cash,Phoenix Marketcity,28-03-2023,Afternoon,,,
CUST01077,Female,60,41,809.41,Debit Card,Elante Mall,03-03-2023,Evening,,,
CUST01078,Male,61,23,2784.87,UPI,VR Mall,12-03-2023,Afternoon,,,
CUST01079,Female,48,39,3093.46,Cash,Inorbit Mall,20-06-2023,Evening,,,
CUST01080,Female,28,7,151.13,Credit Card,Select Citywalk,17-03-2023,Morning,,,
CUST01081,Male,32,46,655.42,Debit Card,Elante Mall,24-10-2023,Evening,,,
CUST01082,Male,52,50,3844.23,Cash,Orion Mall,22-07-2023,Morning,,,
CUST01083,Male,61,28,106.29,Cash,Select Citywalk,21-02-2023,Evening,,,
CUST01084,Male,60,47,4930.99,Credit Card,Select Citywalk,29-10-2023,Night,,,
CUST01085,Male,38,34,669.73,Wallet,Lulu Mall,14-11-2023,Night,,,
CUST01086,Female,31,9,4613.4,Debit Card,VR Mall,23-05-2023,Afternoon,,,
CUST01087,Female,39,47,2284.15,Debit Card,City Centre Mall,30-11-2023,Morning,,,
CUST01088,Female,22,48,686.4,UPI,DLF Mall of India,20-01-2023,Morning,,,
CUST01089,Male,55,47,3353.99,Debit Card,Orion Mall,02-09-2023,Evening,,,
CUST01090,Female,56,22,1502.08,Cash,City Centre Mall,24-02-2023,Morning,,,
CUST01091,Female,35,30,4634.59,Credit Card,Ambience Mall,15-11-2023,Night,,,
CUST01092,Male,36,11,3984.04,UPI,Phoenix Marketcity,12-02-2023,Evening,,,
CUST01093,Female,22,21,3366.1,Debit Card,VR Mall,26-08-2023,Afternoon,,,
CUST01094,Male,37,29,4813.54,Credit Card,Lulu Mall,12-02-2023,Morning,,,
CUST01095,Male,28,19,2299.66,Cash,Elante Mall,24-11-2023,Night,,,
CUST01096,Female,37,22,1623.79,Wallet,Lulu Mall,18-04-2023,Afternoon,,,
CUST01097,Female,30,23,4877.52,Wallet,Ambience Mall,11-11-2023,Morning,,,
CUST01098,Female,45,1,4982.79,Wallet,VR Mall,06-10-2023,Night,,,
CUST01099,Female,31,42,2291.74,Cash,Inorbit Mall,07-03-2023,Evening,,,
CUST01100,Female,26,10,504.77,Wallet,Inorbit Mall,28-07-2023,Morning,,,
CUST01101,Female,53,16,360.71,Debit Card,Ambience Mall,17-02-2023,Night,,,
CUST01102,Male,48,11,865.48,Cash,Ambience Mall,02-03-2023,Morning,,,
CUST01103,Female,63,7,1922.63,Wallet,VR Mall,31-10-2023,Afternoon,,,
CUST01104,Male,64,22,3805.8,Debit Card,Lulu Mall,05-05-2023,Afternoon,,,
CUST01105,Male,44,10,979.13,Debit Card,Ambience Mall,08-04-2023,Evening,,,
CUST01106,Male,22,37,147.05,Credit Card,Inorbit Mall,19-12-2023,Evening,,,
CUST01107,Male,42,33,787.79,Debit Card,Select Citywalk,23-09-2023,Evening,,,
CUST01108,Female,44,11,628.06,UPI,Elante Mall,07-05-2023,Morning,,,
CUST01109,Male,26,38,1703.26,Cash,Lulu Mall,04-06-2023,Night,,,
CUST01110,Female,54,39,285.34,Cash,Elante Mall,30-03-2023,Evening,,,
CUST01111,Female,60,3,1895.22,Debit Card,Elante Mall,02-06-2023,Morning,,,
CUST01112,Male,39,13,1033.03,Cash,Phoenix Marketcity,22-07-2023,Night,,,
CUST01113,Male,62,16,2125.89,Debit Card,City Centre Mall,22-12-2023,Morning,,,
CUST01114,Male,46,19,572.43,UPI,Ambience Mall,14-09-2023,Night,,,
CUST01115,Female,51,7,4190.7,UPI,Elante Mall,16-01-2023,Evening,,,
CUST01116,Male,34,26,4967.65,Debit Card,Select Citywalk,22-06-2023,Afternoon,,,
CUST01117,Female,41,42,3535.37,Credit Card,Select Citywalk,17-11-2023,Evening,,,
CUST01118,Female,21,6,2576.3,Credit Card,Ambience Mall,15-09-2023,Afternoon,,,
CUST01119,Male,61,6,4215.94,Credit Card,Elante Mall,17-04-2023,Afternoon,,,
CUST01120,Female,43,30,3399.02,Wallet,Lulu Mall,12-02-2023,Night,,,
CUST01121,Female,51,19,2588.78,Debit Card,Inorbit Mall,20-06-2023,Evening,,,
CUST01122,Female,29,21,4740.81,Credit Card,VR Mall,09-03-2023,Night,,,
CUST01123,Male,45,50,2330.6,UPI,Ambience Mall,12-08-2023,Evening,,,
CUST01124,Male,29,36,1629.16,Credit Card,Elante Mall,22-05-2023,Afternoon,,,
CUST01125,Female,52,31,4504.81,Debit Card,City Centre Mall,31-07-2023,Afternoon,,,
CUST01126,Female,22,24,3824.51,Wallet,City Centre Mall,16-11-2023,Morning,,,
CUST01127,Female,21,41,3433.46,Credit Card,Elante Mall,11-03-2023,Night,,,
CUST01128,Female,62,24,3884.1,Cash,DLF Mall of India,29-11-2023,Night,,,
CUST01129,Female,50,18,3715.63,Wallet,VR Mall,20-01-2023,Morning,,,
CUST01130,Female,44,43,2752.47,Cash,Phoenix Marketcity,12-11-2023,Morning,,,
CUST01131,Female,28,35,3811.9,Credit Card,Elante Mall,08-06-2023,Evening,,,
CUST01132,Female,36,39,3742.6,Wallet,VR Mall,26-01-2023,Afternoon,,,
CUST01133,Female,39,47,4285.87,Wallet,Orion Mall,20-11-2023,Afternoon,,,
CUST01134,Male,22,16,3949.43,Credit Card,Inorbit Mall,19-09-2023,Afternoon,,,
CUST01135,Female,20,19,4805,Wallet,Inorbit Mall,17-08-2023,Evening,,,
CUST01136,Male,51,33,4147.14,Cash,VR Mall,26-04-2023,Morning,,,
CUST01137,Male,59,46,4937.65,UPI,Inorbit Mall,13-11-2023,Evening,,,
CUST01138,Male,58,38,2040.01,Wallet,Lulu Mall,03-03-2023,Morning,,,
CUST01139,Female,54,21,1750.8,Debit Card,Phoenix Marketcity,17-10-2023,Night,,,
CUST01140,Male,23,5,1334.03,Wallet,Elante Mall,14-05-2023,Night,,,
CUST01141,Female,44,21,1857.36,UPI,Orion Mall,02-06-2023,Night,,,
CUST01142,Male,55,20,2539.53,UPI,Orion Mall,10-12-2023,Morning,,,
CUST01143,Male,65,46,1199.88,Credit Card,City Centre Mall,12-03-2023,Morning,,,
CUST01144,Male,22,45,2731.08,Debit Card,DLF Mall of India,30-09-2023,Evening,,,
CUST01145,Female,47,4,4826.69,Debit Card,Phoenix Marketcity,02-09-2023,Morning,,,
CUST01146,Male,61,24,4747.32,Credit Card,VR Mall,02-01-2023,Afternoon,,,
CUST01147,Male,54,11,949.74,Credit Card,Ambience Mall,05-02-2023,Evening,,,
CUST01148,Male,47,1,4589,UPI,Inorbit Mall,28-12-2023,Night,,,
CUST01149,Male,58,11,1117.42,Wallet,Orion Mall,03-07-2023,Afternoon,,,
CUST01150,Male,31,27,4906.27,Credit Card,City Centre Mall,20-11-2023,Afternoon,,,
CUST01151,Female,62,50,3619.8,Wallet,Select Citywalk,18-05-2023,Morning,,,
CUST01152,Male,43,29,448.27,Cash,DLF Mall of India,26-06-2023,Morning,,,
CUST01153,Female,22,44,65.53,UPI,Ambience Mall,22-10-2023,Night,,,
CUST01154,Female,42,32,3612.03,Cash,City Centre Mall,17-10-2023,Afternoon,,,
CUST01155,Female,57,19,2585.03,Wallet,Orion Mall,13-02-2023,Evening,,,
CUST01156,Female,48,19,1309.99,Debit Card,City Centre Mall,25-07-2023,Morning,,,
CUST01157,Female,24,37,3942.15,Credit Card,VR Mall,18-11-2023,Evening,,,
CUST01158,Female,65,6,308.71,Debit Card,DLF Mall of India,26-06-2023,Morning,,,
CUST01159,Female,28,46,3003.63,Debit Card,Select Citywalk,18-06-2023,Night,,,
CUST01160,Male,29,38,1988.96,Debit Card,Phoenix Marketcity,15-10-2023,Afternoon,,,
CUST01161,Female,24,32,3387.54,Wallet,Ambience Mall,05-04-2023,Morning,,,
CUST01162,Male,43,13,1220.91,Cash,DLF Mall of India,04-07-2023,Evening,,,
CUST01163,Male,40,48,2968.71,Debit Card,Phoenix Marketcity,30-10-2023,Evening,,,
CUST01164,Male,50,6,3893.45,Cash,Select Citywalk,03-06-2023,Morning,,,
CUST01165,Male,36,37,3167.83,Credit Card,VR Mall,03-09-2023,Night,,,
CUST01166,Male,52,16,2270.05,Cash,Orion Mall,24-09-2023,Afternoon,,,
CUST01167,Male,63,6,1285.78,Cash,Ambience Mall,02-03-2023,Night,,,
CUST01168,Male,20,4,3479.43,UPI,Select Citywalk,26-09-2023,Evening,,,
CUST01169,Male,42,23,1804.7,Debit Card,VR Mall,30-04-2023,Afternoon,,,
CUST01170,Female,43,22,3248.07,Cash,Select Citywalk,27-04-2023,Evening,,,
CUST01171,Female,50,19,1589.98,Wallet,Orion Mall,22-01-2023,Afternoon,,,
CUST01172,Female,23,30,3726.54,UPI,VR Mall,23-06-2023,Evening,,,
CUST01173,Female,53,9,982.93,Credit Card,Inorbit Mall,29-09-2023,Morning,,,
CUST01174,Male,54,43,2029.26,UPI,Inorbit Mall,29-03-2023,Night,,,
CUST01175,Female,35,15,4935.11,Cash,DLF Mall of India,11-05-2023,Evening,,,
CUST01176,Female,61,5,2973.73,Debit Card,City Centre Mall,31-07-2023,Morning,,,
CUST01177,Male,33,45,3515.68,Debit Card,Lulu Mall,10-08-2023,Afternoon,,,
CUST01178,Female,29,5,1013.67,Credit Card,Inorbit Mall,07-07-2023,Evening,,,
CUST01179,Male,19,17,2418.86,Debit Card,Orion Mall,16-03-2023,Night,,,
CUST01180,Male,35,43,2448.58,Cash,Select Citywalk,18-06-2023,Night,,,
CUST01181,Male,42,48,1848.73,Debit Card,DLF Mall of India,13-06-2023,Evening,,,
CUST01182,Female,60,13,2865.65,Wallet,VR Mall,05-09-2023,Afternoon,,,
CUST01183,Male,35,31,286.3,UPI,DLF Mall of India,18-07-2023,Evening,,,
CUST01184,Male,59,4,2559.96,Wallet,Inorbit Mall,18-01-2023,Evening,,,
CUST01185,Male,57,44,1736.16,UPI,City Centre Mall,30-09-2023,Afternoon,,,
CUST01186,Female,47,50,1443.49,Debit Card,VR Mall,24-05-2023,Morning,,,
CUST01187,Female,65,31,2553.84,Wallet,DLF Mall of India,12-12-2023,Morning,,,
CUST01188,Female,55,35,4547.93,Wallet,Inorbit Mall,06-06-2023,Night,,,
CUST01189,Male,41,48,3373.72,Cash,Inorbit Mall,23-07-2023,Afternoon,,,
CUST01190,Female,41,24,157.16,Wallet,VR Mall,29-10-2023,Afternoon,,,
CUST01191,Female,49,21,500.27,Cash,Orion Mall,18-08-2023,Evening,,,
CUST01192,Male,38,18,189.32,UPI,Select Citywalk,26-10-2023,Night,,,
CUST01193,Male,49,22,4041.54,UPI,City Centre Mall,12-05-2023,Night,,,
CUST01194,Male,47,41,1065.29,Debit Card,DLF Mall of India,08-06-2023,Morning,,,
CUST01195,Female,57,32,1253.46,Debit Card,Elante Mall,25-10-2023,Morning,,,
CUST01196,Male,47,43,839.43,Wallet,VR Mall,18-03-2023,Afternoon,,,
CUST01197,Male,39,45,4845.83,UPI,Inorbit Mall,23-11-2023,Afternoon,,,
CUST01198,Male,39,43,2771.04,Credit Card,Inorbit Mall,06-09-2023,Night,,,
CUST01199,Female,18,47,4865.54,UPI,Elante Mall,02-11-2023,Evening,,,
CUST01200,Male,34,33,4716.83,Cash,Orion Mall,12-10-2023,Afternoon,,,
CUST01201,Male,43,12,2312.72,UPI,City Centre Mall,20-11-2023,Afternoon,,,
CUST01202,Female,40,19,3014.39,UPI,Ambience Mall,09-05-2023,Night,,,
CUST01203,Female,32,15,4296.1,Wallet,Phoenix Marketcity,01-03-2023,Evening,,,
CUST01204,Female,56,2,2258.39,UPI,Phoenix Marketcity,28-04-2023,Evening,,,
CUST01205,Male,55,31,2102.84,Debit Card,Elante Mall,14-04-2023,Evening,,,
CUST01206,Male,35,39,4275.48,Wallet,City Centre Mall,28-10-2023,Night,,,
CUST01207,Male,25,46,4411.39,Cash,Lulu Mall,09-01-2023,Morning,,,
CUST01208,Female,35,10,1327.96,Credit Card,DLF Mall of India,27-10-2023,Night,,,
CUST01209,Male,54,26,1318.35,UPI,Elante Mall,24-11-2023,Evening,,,
CUST01210,Female,42,37,3319.26,UPI,Select Citywalk,27-02-2023,Evening,,,
CUST01211,Male,35,27,612.88,Debit Card,Inorbit Mall,26-02-2023,Night,,,
CUST01212,Female,61,16,1981.02,Credit Card,DLF Mall of India,09-05-2023,Afternoon,,,
CUST01213,Female,23,26,185.93,Credit Card,VR Mall,18-08-2023,Evening,,,
CUST01214,Female,27,29,2987.95,Credit Card,VR Mall,01-10-2023,Afternoon,,,
CUST01215,Male,45,50,4298.84,Debit Card,Inorbit Mall,01-11-2023,Night,,,
CUST01216,Male,62,49,194.07,Wallet,Inorbit Mall,08-07-2023,Morning,,,
CUST01217,Female,42,31,4879.76,Cash,DLF Mall of India,19-01-2023,Evening,,,
CUST01218,Female,23,43,3597.84,UPI,Phoenix Marketcity,24-06-2023,Evening,,,
CUST01219,Male,35,5,2740.68,UPI,Select Citywalk,31-01-2023,Morning,,,
CUST01220,Female,54,43,3452.03,Debit Card,Inorbit Mall,18-10-2023,Evening,,,
CUST01221,Male,59,37,2843.21,Wallet,DLF Mall of India,14-01-2023,Afternoon,,,
CUST01222,Female,64,25,1969.43,Cash,Lulu Mall,21-06-2023,Night,,,
CUST01223,Male,35,46,2518.73,Wallet,Select Citywalk,27-11-2023,Morning,,,
CUST01224,Female,62,14,984.74,Cash,Elante Mall,23-11-2023,Afternoon,,,
CUST01225,Female,53,12,3382.22,Credit Card,Orion Mall,17-08-2023,Morning,,,
CUST01226,Male,42,46,3174.86,Credit Card,DLF Mall of India,27-11-2023,Morning,,,
CUST01227,Female,37,26,1524.77,Cash,Orion Mall,29-12-2023,Afternoon,,,
CUST01228,Male,24,8,2476.96,UPI,Inorbit Mall,12-02-2023,Night,,,
CUST01229,Male,32,27,1012.33,Credit Card,DLF Mall of India,19-08-2023,Morning,,,
CUST01230,Male,50,19,2870.38,Wallet,Inorbit Mall,21-05-2023,Night,,,
CUST01231,Male,47,40,4666.83,Credit Card,Lulu Mall,08-09-2023,Morning,,,
CUST01232,Female,32,26,2473.26,Cash,Elante Mall,28-05-2023,Night,,,
CUST01233,Male,18,33,1866.01,Wallet,Ambience Mall,25-06-2023,Afternoon,,,
CUST01234,Female,61,19,4520.82,Cash,Select Citywalk,06-09-2023,Evening,,,
CUST01235,Female,63,26,2084.83,Credit Card,Select Citywalk,11-04-2023,Morning,,,
CUST01236,Female,19,32,2449.01,Cash,Select Citywalk,01-08-2023,Morning,,,
CUST01237,Male,34,5,2235.12,UPI,Phoenix Marketcity,25-05-2023,Evening,,,
CUST01238,Male,51,13,4613.17,Wallet,Phoenix Marketcity,04-09-2023,Evening,,,
CUST01239,Male,20,39,1894.12,Debit Card,Orion Mall,11-12-2023,Afternoon,,,
CUST01240,Female,51,20,3076.28,UPI,DLF Mall of India,24-05-2023,Evening,,,
CUST01241,Male,39,20,2847.98,Credit Card,City Centre Mall,04-01-2023,Morning,,,
CUST01242,Female,63,9,2143.93,Cash,DLF Mall of India,11-06-2023,Afternoon,,,
CUST01243,Male,53,39,157.26,Cash,Phoenix Marketcity,16-12-2023,Afternoon,,,
CUST01244,Male,21,1,364.05,UPI,Lulu Mall,31-08-2023,Afternoon,,,
CUST01245,Female,25,11,2119.37,Debit Card,VR Mall,22-09-2023,Evening,,,
CUST01246,Female,54,30,4577.33,Credit Card,Phoenix Marketcity,02-03-2023,Evening,,,
CUST01247,Female,60,42,168.81,Wallet,Phoenix Marketcity,25-12-2023,Afternoon,,,
CUST01248,Female,61,13,3638.05,Cash,Lulu Mall,30-07-2023,Afternoon,,,
CUST01249,Female,49,36,721.35,UPI,Ambience Mall,21-10-2023,Morning,,,
CUST01250,Female,56,29,3458.07,Cash,DLF Mall of India,09-11-2023,Afternoon,,,
CUST01251,Female,37,15,3637.34,Debit Card,VR Mall,17-09-2023,Evening,,,
CUST01252,Female,32,30,4638.08,Credit Card,Orion Mall,20-06-2023,Night,,,
CUST01253,Male,45,11,1775.54,Credit Card,Lulu Mall,18-10-2023,Night,,,
CUST01254,Female,50,25,348.2,Wallet,Select Citywalk,02-07-2023,Evening,,,
CUST01255,Male,52,31,4635.92,Cash,City Centre Mall,14-05-2023,Night,,,
CUST01256,Female,49,33,939.12,Credit Card,Select Citywalk,20-07-2023,Morning,,,
CUST01257,Male,42,19,1867.9,Credit Card,Lulu Mall,06-10-2023,Afternoon,,,
CUST01258,Male,32,33,1204.5,UPI,City Centre Mall,19-09-2023,Morning,,,
CUST01259,Female,55,6,4356.35,Credit Card,DLF Mall of India,24-12-2023,Night,,,
CUST01260,Female,26,47,1943.64,Wallet,DLF Mall of India,15-06-2023,Morning,,,
CUST01261,Female,26,46,597.41,UPI,Select Citywalk,12-01-2023,Afternoon,,,
CUST01262,Male,60,17,3168.09,Debit Card,Ambience Mall,30-12-2023,Night,,,
CUST01263,Male,19,47,2707.4,UPI,Lulu Mall,04-09-2023,Morning,,,
CUST01264,Male,29,23,3616.24,Wallet,Elante Mall,24-05-2023,Night,,,
CUST01265,Female,29,48,4707.02,UPI,Select Citywalk,22-04-2023,Night,,,
CUST01266,Male,63,39,3932.61,Cash,Elante Mall,05-11-2023,Night,,,
CUST01267,Male,34,30,2986.15,UPI,City Centre Mall,25-06-2023,Evening,,,
CUST01268,Male,54,32,214.37,Credit Card,Inorbit Mall,29-11-2023,Morning,,,
CUST01269,Male,62,46,3258.01,Credit Card,Elante Mall,31-08-2023,Night,,,
CUST01270,Male,33,42,261.5,Wallet,Phoenix Marketcity,29-10-2023,Night,,,
CUST01271,Female,33,5,1014.25,Debit Card,City Centre Mall,22-05-2023,Afternoon,,,
CUST01272,Male,50,14,1172.02,Cash,Ambience Mall,10-04-2023,Afternoon,,,
CUST01273,Female,60,27,3700.12,Credit Card,Ambience Mall,30-07-2023,Evening,,,
CUST01274,Male,64,7,117.42,Cash,Orion Mall,12-12-2023,Afternoon,,,
CUST01275,Male,45,21,1770.9,UPI,Phoenix Marketcity,30-01-2023,Evening,,,
CUST01276,Male,35,18,4810.91,Credit Card,Ambience Mall,25-09-2023,Evening,,,
CUST01277,Male,55,50,4422.13,Debit Card,Orion Mall,28-05-2023,Afternoon,,,
CUST01278,Female,23,34,1721.33,UPI,Phoenix Marketcity,17-01-2023,Afternoon,,,
CUST01279,Male,59,39,2223.35,UPI,Select Citywalk,20-12-2023,Afternoon,,,
CUST01280,Male,56,22,1716.04,UPI,Lulu Mall,15-01-2023,Morning,,,
CUST01281,Female,40,30,2143.41,Debit Card,Ambience Mall,29-11-2023,Night,,,
CUST01282,Male,51,41,3762.73,Debit Card,DLF Mall of India,14-01-2023,Evening,,,
CUST01283,Male,34,47,4355.74,Debit Card,Elante Mall,17-03-2023,Evening,,,
CUST01284,Male,48,4,2175.64,UPI,DLF Mall of India,24-03-2023,Afternoon,,,
CUST01285,Female,54,32,3278.6,Credit Card,VR Mall,17-09-2023,Morning,,,
CUST01286,Female,58,29,3611.92,UPI,Ambience Mall,18-07-2023,Morning,,,
CUST01287,Female,35,49,4054.92,Wallet,DLF Mall of India,10-05-2023,Afternoon,,,
CUST01288,Male,35,28,2821.61,Cash,Lulu Mall,25-11-2023,Evening,,,
