customer_id,gender,age,total_orders,total_amount,payment_method,area,last_invoice_date,shopping_time,payment_status,cashier
CUST#3130,Female,63,16,3479,UPI,Gariahat,2023-02-05,Afternoon,yes,G6673030
CUST#3131,Male,37,6,1871,Wallet,Dum Dum,2023-01-02,Evening,yes,D6163031
CUST#3132,Male,22,16,3616,Cash,Salt Lake,2023-01-06,Evening,yes,S8293032
CUST#3133,Female,27,21,3263,UPI,Shyambazar,2023-05-12,Evening,yes,S10283033
CUST#3134,Male,56,11,1210,Debit Card,Tollygunge,2023-09-11,Afternoon,yes,T4893034
CUST#3135,Female,44,19,859,Cash,Behala,2023-10-09,Afternoon,yes,B1413035
CUST#3136,Male,33,27,4309,Debit Card,Gariahat,2023-08-04,Afternoon,yes,G7613036
CUST#3137,Male,37,25,4299,Cash,Salt Lake,2023-08-15,Morning,yes,S8133037
CUST#3138,Female,28,22,1249,Credit Card,Salt Lake,2023-01-21,Morning,yes,S1393038
CUST#3139,Male,59,28,3524,Credit Card,Tollygunge,2023-07-05,Morning,yes,T6653039
CUST#3140,Male,40,10,1956,Debit Card,Salt Lake,2023-03-25,Night,yes,S8183040
CUST#3141,Female,63,11,4147,Cash,Tollygunge,2023-09-06,Morning,yes,T9033041
CUST#3142,Female,33,23,1430,Credit Card,Salt Lake,2023-01-20,Night,yes,S3303042
CUST#3143,Male,37,9,4320,Debit Card,Gariahat,2023-10-27,Morning,yes,G6013043
CUST#3144,Female,62,18,1479,Cash,Ballygunge,2023-12-13,Night,yes,B10713044
CUST#3145,Female,48,22,1054,Debit Card,Tollygunge,2023-08-16,Evening,yes,T6923045
CUST#3146,Male,63,21,2165,Debit Card,Alipore,2023-04-16,Evening,yes,A11423046
CUST#3147,Male,20,22,2183,Wallet,Ballygunge,2023-11-20,Evening,yes,B6203047
CUST#3148,Male,52,9,2766,Debit Card,Park Street,2023-10-08,Morning,yes,P5833048
CUST#3149,Female,18,14,2734,Wallet,Tollygunge,2023-08-09,Afternoon,yes,T5243049
CUST#3150,Male,56,15,4136,Debit Card,Park Street,2023-01-15,Morning,yes,P9383050
CUST#3151,Female,44,7,2811,Wallet,Park Street,2023-11-19,Evening,yes,P7673051
CUST#3152,Female,26,9,4306,Debit Card,Tollygunge,2023-07-07,Night,yes,T4183052
CUST#3153,Male,38,12,808,Cash,Tollygunge,2023-03-27,Evening,yes,T6113053
CUST#3154,Male,45,19,2920,Wallet,Tollygunge,2023-01-10,Morning,yes,T10743054
CUST#3155,Female,44,17,3555,Credit Card,Tollygunge,2023-12-14,Morning,yes,T1603055
CUST#3156,Male,31,7,2403,Debit Card,Behala,2023-07-01,Evening,yes,B1453056
CUST#3157,Male,65,21,3878,Debit Card,Behala,2023-03-12,Morning,yes,B3133057
CUST#3158,Female,35,23,3863,Credit Card,Salt Lake,2023-08-20,Evening,yes,S10083058
CUST#3159,Female,20,8,1889,Debit Card,Tollygunge,2023-05-18,Night,yes,T4943059
CUST#3160,Female,46,11,3142,Credit Card,Salt Lake,2023-11-12,Night,yes,S8973060
CUST#3161,Male,56,16,1798,Cash,Salt Lake,2023-09-30,Evening,yes,S6593061
CUST#3162,Male,56,10,3934,Debit Card,Salt Lake,2023-12-03,Evening,yes,S7313062
CUST#3163,Female,20,22,4475,Debit Card,Gariahat,2023-06-10,Evening,yes,G2413063
CUST#3164,Female,65,13,1667,Credit Card,Shyambazar,2023-01-06,Afternoon,yes,S3883064
CUST#3165,Male,55,8,961,Debit Card,Behala,2023-03-25,Morning,yes,B5033065
CUST#3166,Male,40,29,911,Credit Card,Salt Lake,2023-05-02,Evening,yes,S1053066
CUST#3167,Female,27,10,2793,Wallet,Ballygunge,2023-05-17,Night,yes,B6813067
CUST#3168,Female,61,10,1341,Credit Card,Alipore,2023-09-18,Afternoon,yes,A7223068
CUST#3169,Male,20,25,1233,Cash,Tollygunge,2023-08-18,Night,yes,T1843069
CUST#3170,Female,32,22,2370,Credit Card,Park Street,2023-01-21,Evening,yes,P1563070
CUST#3171,Female,56,22,3849,Cash,Tollygunge,2023-08-31,Night,yes,T1043071
CUST#3172,Female,58,29,2314,Cash,Behala,2023-03-14,Evening,yes,B9153072
CUST#3173,Male,60,10,871,UPI,Tollygunge,2023-11-23,Afternoon,yes,T10063073
CUST#3174,Female,43,20,1774,Debit Card,Gariahat,2023-03-05,Night,yes,G10383074
CUST#3175,Female,61,20,3575,Cash,Behala,2023-08-12,Morning,yes,B10413075
CUST#3176,Male,57,28,3476,Wallet,Park Street,2023-09-04,Night,yes,P6573076
CUST#3177,Female,27,26,2275,Debit Card,Gariahat,2023-07-14,Night,yes,G4113077
CUST#3178,Female,41,7,1003,Wallet,Shyambazar,2023-10-16,Night,yes,S8873078
CUST#3179,Male,35,7,3550,Credit Card,Behala,2023-06-05,Morning,yes,B7953079
CUST#3180,Female,44,17,3422,UPI,Behala,2023-05-01,Morning,yes,B1113080
CUST#3181,Male,56,15,1977,Debit Card,Tollygunge,2023-03-09,Morning,yes,T8913081
CUST#3182,Female,50,8,3976,Cash,Gariahat,2023-01-08,Evening,yes,G10043082
CUST#3183,Female,29,26,3691,Cash,Dum Dum,2023-07-16,Evening,yes,D5153083
CUST#3184,Female,61,8,901,Wallet,Salt Lake,2023-04-29,Afternoon,yes,S8093084
CUST#3185,Male,52,6,2041,Debit Card,Shyambazar,2023-03-03,Morning,yes,S11833085
CUST#3186,Male,41,8,2925,Debit Card,Salt Lake,2023-09-27,Night,yes,S1633086
CUST#3187,Male,31,19,3479,Credit Card,Salt Lake,2023-10-31,Night,yes,S4473087
CUST#3188,Female,35,21,2427,Credit Card,Gariahat,2023-05-27,Morning,yes,G10803088
CUST#3189,Female,37,14,4435,UPI,Salt Lake,2023-02-03,Night,yes,S1953089
CUST#3190,Female,41,23,1081,Cash,Behala,2023-09-10,Morning,yes,B8773090
CUST#3191,Male,45,26,1394,UPI,Behala,2023-11-27,Night,yes,B9503091
CUST#3192,Female,65,6,2173,UPI,Dum Dum,2023-01-30,Evening,yes,D3173092
CUST#3193,Male,63,16,2049,Credit Card,Gariahat,2023-06-14,Night,yes,G1363093
CUST#3194,Male,46,19,1483,Debit Card,Ballygunge,2023-12-16,Afternoon,yes,B11523094
CUST#3195,Male,18,24,3655,Credit Card,Tollygunge,2023-01-07,Night,yes,T5813095
CUST#3196,Male,33,9,2743,Wallet,Ballygunge,2023-04-03,Afternoon,yes,B11803096
CUST#3197,Female,61,24,2561,Debit Card,Park Street,2023-07-19,Night,yes,P5253097
CUST#3198,Male,35,14,2374,UPI,Park Street,2023-06-10,Afternoon,yes,P11713098
CUST#3199,Male,22,21,1091,Cash,Tollygunge,2023-10-20,Morning,yes,T7543099
CUST#3200,Male,31,22,3246,Cash,Gariahat,2023-07-14,Morning,yes,G7003100
CUST#3201,Male,40,15,2836,Debit Card,Salt Lake,2023-11-17,Evening,yes,S7323101
CUST#3202,Female,47,22,2649,Debit Card,Behala,2023-04-14,Afternoon,yes,B2203102
CUST#3203,Female,23,20,4101,Cash,Jadavpur,2023-10-18,Evening,yes,J4873103
CUST#3204,Male,26,12,4011,Debit Card,Salt Lake,2023-06-26,Afternoon,yes,S10043104
CUST#3205,Male,52,29,2135,Credit Card,Gariahat,2023-11-08,Evening,yes,G11863105
CUST#3206,Male,22,27,1233,Credit Card,Gariahat,2023-01-01,Night,yes,G4023106
CUST#3207,Female,57,29,2730,Wallet,Behala,2023-01-22,Evening,yes,B4093107
CUST#3208,Female,59,25,4487,Credit Card,Behala,2023-07-12,Morning,yes,B8603108
CUST#3209,Male,29,16,3049,Credit Card,Gariahat,2023-08-13,Afternoon,yes,G9193109
CUST#3210,Male,41,21,2815,UPI,Gariahat,2023-07-10,Night,yes,G9253110
CUST#3211,Male,53,24,1945,UPI,Gariahat,2023-08-28,Morning,yes,G6043111
CUST#3212,Male,25,26,1844,Credit Card,Gariahat,2023-09-21,Night,yes,G1823112
CUST#3213,Female,20,16,2748,Debit Card,Tollygunge,2023-04-04,Evening,yes,T9313113
CUST#3214,Female,19,13,3799,UPI,Jadavpur,2023-03-01,Morning,yes,J9283114
CUST#3215,Male,45,26,3831,Wallet,Tollygunge,2023-08-02,Night,yes,T5653115
CUST#3216,Female,44,25,2044,Debit Card,Jadavpur,2023-12-13,Morning,yes,J3223116
CUST#3217,Male,60,20,1220,UPI,Tollygunge,2023-01-12,Afternoon,yes,T10113117
CUST#3218,Male,44,11,3364,Credit Card,Salt Lake,2023-09-22,Afternoon,yes,S10483118
CUST#3219,Female,51,21,1471,Credit Card,Salt Lake,2023-05-06,Evening,yes,S1103119
CUST#3220,Female,23,14,1901,UPI,Dum Dum,2023-07-23,Morning,yes,D11093120
CUST#3221,Male,22,24,1517,Credit Card,Salt Lake,2023-06-21,Morning,yes,S4253121
CUST#3222,Female,31,6,3963,Cash,Park Street,2023-08-13,Night,yes,P3573122
CUST#3223,Male,33,18,3488,UPI,Behala,2023-07-07,Evening,yes,B9553123
CUST#3224,Female,21,25,1106,Credit Card,Gariahat,2023-04-16,Morning,yes,G3383124
CUST#3225,Male,61,15,3239,Debit Card,Tollygunge,2023-10-28,Evening,yes,T9443125
CUST#3226,Male,20,19,2299,Cash,Jadavpur,2023-04-05,Night,yes,J6903126
CUST#3227,Male,18,29,3890,Credit Card,Salt Lake,2023-06-04,Morning,yes,S3883127
CUST#3228,Female,34,10,4140,Debit Card,Salt Lake,2023-11-28,Evening,yes,S5243128
CUST#3229,Female,39,10,2438,Debit Card,Salt Lake,2023-06-05,Evening,yes,S7933129
CUST#3230,Male,54,14,2854,UPI,Dum Dum,2023-07-02,Evening,yes,D3303130
CUST#3231,Male,50,22,2487,UPI,Dum Dum,2023-05-23,Night,yes,D10313131
CUST#3232,Female,30,28,3551,UPI,Tollygunge,2023-09-03,Afternoon,yes,T3613132
CUST#3233,Male,20,29,1108,Credit Card,Dum Dum,2023-04-17,Morning,yes,D9373133
CUST#3234,Male,18,20,3964,Credit Card,Park Street,2023-04-26,Evening,yes,P1263134
CUST#3235,Female,39,27,2175,Wallet,Tollygunge,2023-09-09,Afternoon,yes,T1223135
CUST#3236,Female,30,21,2384,Debit Card,Gariahat,2023-05-03,Evening,yes,G4173136
CUST#3237,Female,59,27,1284,Credit Card,Behala,2023-03-08,Evening,yes,B4363137
CUST#3238,Female,63,16,2979,Cash,Dum Dum,2023-05-12,Evening,yes,D3983138
CUST#3239,Male,54,20,2309,UPI,Gariahat,2023-12-13,Afternoon,yes,G2063139
CUST#3240,Male,62,20,4073,UPI,Gariahat,2023-10-06,Morning,yes,G7643140
CUST#3241,Male,63,18,855,Credit Card,Gariahat,2023-06-13,Morning,yes,G2593141
CUST#3242,Male,50,6,4400,Wallet,Behala,2023-11-06,Night,yes,B10693142
CUST#3243,Male,24,11,3407,Credit Card,Tollygunge,2023-02-21,Evening,yes,T7753143
CUST#3244,Female,57,12,3049,Credit Card,Park Street,2023-01-23,Afternoon,yes,P1733144
CUST#3245,Female,42,19,1383,Cash,Tollygunge,2023-03-03,Afternoon,yes,T2133145
CUST#3246,Female,34,7,4178,UPI,Behala,2023-02-12,Afternoon,yes,B6253146
CUST#3247,Male,55,20,2914,Cash,Park Street,2023-10-06,Evening,yes,P2383147
CUST#3248,Male,60,13,2961,Credit Card,Dum Dum,2023-09-26,Morning,yes,D11513148
CUST#3249,Male,26,17,1850,Wallet,Salt Lake,2023-07-18,Night,yes,S10523149
CUST#3250,Female,26,15,2995,UPI,Gariahat,2023-01-18,Morning,yes,G2223150
CUST#3251,Female,24,10,2212,UPI,Behala,2023-03-04,Evening,yes,B11153151
CUST#3252,Male,29,21,2586,UPI,Jadavpur,2023-04-08,Morning,yes,J8963152
CUST#3253,Female,42,24,1366,Wallet,Gariahat,2023-07-13,Evening,yes,G11753153
CUST#3254,Male,30,19,2591,UPI,Gariahat,2023-08-08,Evening,yes,G8223154
CUST#3255,Female,24,11,4001,Wallet,Salt Lake,2023-11-28,Morning,yes,S5383155
CUST#3256,Male,25,13,2441,Credit Card,Tollygunge,2023-07-09,Evening,yes,T2173156
CUST#3257,Male,40,22,3461,Debit Card,Gariahat,2023-12-10,Morning,yes,G4553157
CUST#3258,Female,55,24,3710,Credit Card,Shyambazar,2023-09-28,Morning,yes,S2363158
CUST#3259,Female,51,12,2617,Debit Card,Ballygunge,2023-03-14,Afternoon,yes,B11753159
CUST#3260,Female,55,13,2355,Debit Card,Park Street,2023-01-06,Afternoon,yes,P7353160
CUST#3261,Female,51,12,4464,Cash,Salt Lake,2023-12-15,Evening,yes,S11243161
CUST#3262,Male,60,15,2495,Wallet,Jadavpur,2023-07-26,Afternoon,yes,J9383162
CUST#3263,Male,30,21,3882,Wallet,Salt Lake,2023-11-10,Night,yes,S4073163
CUST#3264,Male,34,10,4329,Wallet,Behala,2023-11-29,Evening,yes,B1343164
CUST#3265,Female,61,9,822,Debit Card,Tollygunge,2023-10-28,Morning,yes,T3263165
CUST#3266,Male,61,13,876,Debit Card,Ballygunge,2023-02-27,Night,yes,B1983166
CUST#3267,Male,63,23,2314,Debit Card,Gariahat,2023-05-16,Morning,yes,G3233167
CUST#3268,Female,31,27,2392,Credit Card,Alipore,2023-07-02,Morning,yes,A6863168
CUST#3269,Male,26,15,3887,Wallet,Tollygunge,2023-02-01,Evening,yes,T9123169
CUST#3270,Female,51,25,1914,Cash,Behala,2023-12-01,Afternoon,yes,B8923170
CUST#3271,Male,46,14,2579,Credit Card,Jadavpur,2023-01-19,Evening,yes,J6183171
CUST#3272,Female,44,6,873,Credit Card,Tollygunge,2023-01-18,Afternoon,yes,T1583172
CUST#3273,Female,19,7,1500,Wallet,Tollygunge,2023-10-10,Evening,yes,T9193173
CUST#3274,Female,22,25,3077,Debit Card,Park Street,2023-07-29,Evening,yes,P11623174
CUST#3275,Male,19,23,4008,Debit Card,Jadavpur,2023-08-07,Afternoon,yes,J5363175
CUST#3276,Female,32,21,966,Cash,Behala,2023-02-27,Night,yes,B2493176
CUST#3277,Female,45,6,3464,Wallet,Gariahat,2023-03-16,Night,yes,G11273177
CUST#3278,Male,36,12,2164,Wallet,Gariahat,2023-10-08,Afternoon,yes,G5513178
CUST#3279,Male,60,29,1365,Credit Card,Alipore,2023-04-29,Evening,yes,A3333179
CUST#3280,Female,61,29,1513,Debit Card,Behala,2023-07-21,Evening,yes,B4313180
CUST#3281,Male,47,22,3696,Debit Card,Shyambazar,2023-12-04,Afternoon,yes,S7113181
CUST#3282,Female,26,12,3706,Debit Card,Salt Lake,2023-08-10,Night,yes,S2783182
CUST#3283,Female,60,17,4322,Credit Card,Tollygunge,2023-07-28,Morning,yes,T1163183
CUST#3284,Female,26,17,899,Cash,Park Street,2023-06-01,Evening,yes,P7733184
CUST#3285,Male,47,20,3109,Cash,Gariahat,2023-02-17,Night,yes,G6123185
CUST#3286,Female,39,22,4162,Cash,Park Street,2023-07-17,Night,yes,P8503186
CUST#3287,Female,25,20,3444,Debit Card,Park Street,2023-06-09,Afternoon,yes,P8863187
CUST#3288,Female,49,13,1005,Wallet,Behala,2023-03-04,Evening,yes,B1273188
CUST#3289,Male,49,16,4259,Wallet,Alipore,2023-12-14,Evening,yes,A9153189
CUST#3290,Female,30,23,3563,Wallet,Behala,2023-01-07,Evening,yes,B8603190
CUST#3291,Female,18,29,3822,Debit Card,Salt Lake,2023-07-04,Afternoon,yes,S3963191
CUST#3292,Female,29,24,1545,UPI,Tollygunge,2023-02-05,Evening,yes,T7773192
CUST#3293,Female,53,20,2541,Cash,Behala,2023-01-19,Afternoon,yes,B9303193
CUST#3294,Female,41,23,1343,Cash,Ballygunge,2023-08-31,Evening,yes,B7833194
CUST#3295,Female,18,21,2212,Debit Card,Dum Dum,2023-06-24,Night,yes,D9503195
CUST#3296,Male,23,6,2695,Debit Card,Park Street,2023-06-01,Evening,yes,P5433196
CUST#3297,Male,37,6,2099,Credit Card,Behala,2023-09-16,Morning,yes,B3423197
CUST#3298,Male,48,12,3679,Cash,Salt Lake,2023-07-25,Morning,yes,S4973198
CUST#3299,Male,41,16,2057,Credit Card,Tollygunge,2023-06-18,Evening,yes,T2963199
CUST#3300,Male,34,9,2364,Cash,Dum Dum,2023-04-26,Night,yes,D5423200
CUST#3301,Male,45,13,825,UPI,Park Street,2023-07-19,Morning,yes,P3933201
CUST#3302,Female,60,21,3042,Credit Card,Dum Dum,2023-09-25,Afternoon,yes,D5203202
CUST#3303,Female,53,10,2139,Credit Card,Gariahat,2023-06-17,Afternoon,yes,G6203203
CUST#3304,Female,23,29,4312,Debit Card,Behala,2023-03-18,Evening,yes,B11183204
CUST#3305,Female,61,12,1929,Cash,Gariahat,2023-05-27,Afternoon,yes,G4043205
CUST#3306,Female,59,26,2684,Wallet,Tollygunge,2023-05-09,Night,yes,T3573206
CUST#3307,Male,27,9,3927,UPI,Tollygunge,2023-12-19,Evening,yes,T7493207
CUST#3308,Female,21,8,2737,UPI,Salt Lake,2023-03-30,Morning,yes,S7933208
CUST#3309,Female,56,14,990,Wallet,Gariahat,2023-08-14,Night,yes,G8593209
CUST#3310,Female,59,6,4126,Credit Card,Gariahat,2023-04-06,Morning,yes,G4633210
CUST#3311,Male,41,10,3022,UPI,Gariahat,2023-01-08,Morning,yes,G5783211
CUST#3312,Male,22,24,4382,Credit Card,Tollygunge,2023-04-18,Night,yes,T6113212
CUST#3313,Male,28,23,1195,Debit Card,Gariahat,2023-02-22,Evening,yes,G10273213
CUST#3314,Female,48,28,3318,Wallet,Gariahat,2023-09-08,Morning,yes,G5233214
CUST#3315,Female,55,24,3161,Credit Card,Salt Lake,2023-10-27,Morning,yes,S9363215
CUST#3316,Male,65,10,2854,Wallet,Gariahat,2023-05-28,Night,yes,G2333216
CUST#3317,Female,37,29,3056,Credit Card,Park Street,2023-02-08,Afternoon,yes,P5763217
CUST#3318,Male,36,20,1916,Debit Card,Tollygunge,2023-11-21,Night,yes,T5133218
CUST#3319,Female,33,17,2237,Debit Card,Alipore,2023-11-01,Evening,yes,A2223219
CUST#3320,Female,25,7,3824,UPI,Dum Dum,2023-07-12,Night,yes,D6913220
CUST#3321,Female,42,14,1602,Credit Card,Tollygunge,2023-03-28,Night,yes,T1613221
CUST#3322,Male,20,21,2871,UPI,Shyambazar,2023-08-21,Morning,yes,S10463222
CUST#3323,Male,61,6,1875,Credit Card,Tollygunge,2023-04-12,Morning,yes,T1743223
CUST#3324,Male,52,15,3753,Wallet,Salt Lake,2023-08-05,Night,yes,S1953224
CUST#3325,Male,20,22,4340,UPI,Tollygunge,2023-12-06,Night,yes,T11443225
CUST#3326,Male,43,18,1142,Cash,Dum Dum,2023-02-21,Morning,yes,D8103226
CUST#3327,Male,42,19,1444,Wallet,Gariahat,2023-08-08,Night,yes,G11133227
CUST#3328,Male,35,10,1320,Wallet,Gariahat,2023-01-18,Afternoon,yes,G7143228
CUST#3329,Female,28,10,3136,Credit Card,Behala,2023-11-04,Morning,yes,B11213229
CUST#3330,Female,37,23,961,Wallet,Gariahat,2023-08-29,Evening,yes,G2993230
CUST#3331,Female,24,13,3200,Debit Card,Alipore,2023-11-19,Morning,yes,A10293231
CUST#3332,Male,48,14,1739,Credit Card,Shyambazar,2023-12-10,Morning,yes,S10023232
CUST#3333,Male,45,25,3791,Cash,Gariahat,2023-01-31,Evening,yes,G2673233
CUST#3334,Male,23,20,2387,Cash,Gariahat,2023-01-04,Morning,yes,G11133234
CUST#3335,Female,59,18,1321,Cash,Gariahat,2023-04-29,Night,yes,G5383235
CUST#3336,Female,50,22,1181,Wallet,Behala,2023-01-25,Night,yes,B11273236
CUST#3337,Female,19,10,881,Credit Card,Tollygunge,2023-09-06,Evening,yes,T6283237
CUST#3338,Female,58,20,1346,Credit Card,Shyambazar,2023-12-13,Afternoon,yes,S10283238
CUST#3339,Female,52,26,3285,Debit Card,Shyambazar,2023-02-05,Evening,yes,S7753239
CUST#3340,Male,47,6,4062,Debit Card,Tollygunge,2023-09-25,Morning,yes,T10183240
CUST#3341,Female,63,9,4273,Cash,Gariahat,2023-11-13,Afternoon,yes,G10943241
CUST#3342,Male,33,9,1157,Cash,Park Street,2023-04-22,Evening,yes,P6463242
CUST#3343,Female,25,10,3409,Cash,Dum Dum,2023-02-14,Afternoon,yes,D6183243
CUST#3344,Male,57,24,3490,Credit Card,Salt Lake,2023-07-14,Evening,yes,S4613244
CUST#3345,Male,44,8,2032,Cash,Tollygunge,2023-11-29,Night,yes,T5003245
CUST#3346,Male,65,26,866,Credit Card,Tollygunge,2023-03-14,Afternoon,yes,T9613246
CUST#3347,Male,65,12,2256,UPI,Behala,2023-10-06,Night,yes,B11303247
CUST#3348,Female,62,24,1571,Cash,Tollygunge,2023-09-10,Night,yes,T9763248
CUST#3349,Female,36,15,3795,Wallet,Dum Dum,2023-10-10,Morning,yes,D5293249
CUST#3350,Female,64,7,2615,Credit Card,Tollygunge,2023-01-10,Night,yes,T4853250
CUST#3351,Female,50,12,747,Cash,Behala,2023-09-29,Afternoon,yes,B8613251
CUST#3352,Female,31,14,1020,Credit Card,Salt Lake,2023-10-27,Afternoon,yes,S6023252
CUST#3353,Male,34,6,862,Wallet,Gariahat,2023-08-02,Afternoon,yes,G11483253
CUST#3354,Female,57,18,1732,UPI,Park Street,2023-01-07,Night,yes,P7413254
CUST#3355,Female,38,17,887,Cash,Behala,2023-12-15,Morning,yes,B10273255
CUST#3356,Female,57,7,3932,UPI,Salt Lake,2023-01-21,Afternoon,yes,S11363256
CUST#3357,Male,59,23,2229,Cash,Tollygunge,2023-10-21,Night,yes,T9643257
CUST#3358,Female,53,23,4263,Wallet,Behala,2023-04-20,Evening,yes,B10163258
CUST#3359,Female,25,27,1331,Cash,Salt Lake,2023-09-27,Morning,yes,S1373259
CUST#3360,Female,49,22,4527,UPI,Behala,2023-06-28,Night,yes,B4293260
CUST#3361,Male,40,18,3908,Wallet,Behala,2023-05-04,Afternoon,yes,B7333261
CUST#3362,Male,47,29,3768,UPI,Dum Dum,2023-10-19,Evening,yes,D11263262
CUST#3363,Female,19,8,4500,Cash,Dum Dum,2023-02-18,Morning,yes,D7193263
CUST#3364,Female,40,7,2091,Debit Card,Shyambazar,2023-01-10,Night,yes,S9163264
CUST#3365,Female,49,9,1099,Debit Card,Behala,2023-08-30,Night,yes,B7163265
CUST#3366,Female,57,28,3443,Wallet,Behala,2023-03-31,Morning,yes,B3923266
CUST#3367,Female,62,29,2697,UPI,Salt Lake,2023-11-08,Night,yes,S5103267
CUST#3368,Female,65,9,3820,Wallet,Ballygunge,2023-04-08,Night,yes,B6583268
CUST#3369,Male,60,18,2821,UPI,Tollygunge,2023-06-16,Morning,yes,T1273269
CUST#3370,Male,48,19,3237,Wallet,Gariahat,2023-01-08,Morning,yes,G9543270
CUST#3371,Male,22,27,2777,Cash,Behala,2023-05-03,Evening,yes,B10653271
CUST#3372,Female,27,6,3903,Wallet,Salt Lake,2023-02-11,Afternoon,yes,S11223272
CUST#3373,Female,45,17,1833,Credit Card,Gariahat,2023-02-07,Afternoon,yes,G5263273
CUST#3374,Female,61,8,3036,Wallet,Alipore,2023-01-06,Night,yes,A1293274
CUST#3375,Female,34,13,2013,Cash,Gariahat,2023-01-17,Morning,yes,G1843275
CUST#3376,Male,34,23,3309,Cash,Salt Lake,2023-08-20,Afternoon,yes,S5393276
CUST#3377,Female,46,7,4431,Wallet,Gariahat,2023-01-05,Night,yes,G10053277
CUST#3378,Female,28,17,2848,Credit Card,Park Street,2023-05-28,Evening,yes,P10913278
CUST#3379,Female,36,27,2656,Debit Card,Park Street,2023-12-15,Afternoon,yes,P6493279
CUST#3380,Female,54,10,1816,Cash,Tollygunge,2023-03-17,Evening,yes,T4103280
CUST#3381,Female,63,23,1200,UPI,Salt Lake,2023-01-09,Night,yes,S5043281
CUST#3382,Male,34,22,1229,Credit Card,Gariahat,2023-08-30,Evening,yes,G3233282
CUST#3383,Female,30,9,4123,Cash,Tollygunge,2023-04-13,Night,yes,T1793283
CUST#3384,Male,45,11,2958,Debit Card,Gariahat,2023-01-12,Evening,yes,G10723284
CUST#3385,Female,46,12,2023,Debit Card,Salt Lake,2023-09-14,Night,yes,S10243285
CUST#3386,Female,47,12,3896,Credit Card,Behala,2023-11-03,Night,yes,B2183286
CUST#3387,Female,50,15,4295,Wallet,Alipore,2023-03-29,Afternoon,yes,A2383287
CUST#3388,Female,55,16,1286,UPI,Dum Dum,2023-07-13,Night,yes,D8233288
CUST#3389,Male,56,12,2771,Cash,Jadavpur,2023-11-23,Afternoon,yes,J3273289
CUST#3390,Female,52,25,2067,Credit Card,Tollygunge,2023-07-15,Morning,yes,T9933290
CUST#3391,Male,32,29,2482,Credit Card,Alipore,2023-10-15,Night,yes,A5393291
CUST#3392,Female,61,8,3840,Debit Card,Behala,2023-03-10,Afternoon,yes,B2753292
CUST#3393,Male,25,23,3134,Wallet,Behala,2023-03-29,Afternoon,yes,B1353293
CUST#3394,Male,48,24,2408,Credit Card,Ballygunge,2023-08-08,Evening,yes,B2223294
CUST#3395,Male,29,20,3038,Credit Card,Behala,2023-09-09,Evening,yes,B3063295
CUST#3396,Female,19,17,1435,Cash,Park Street,2023-09-04,Evening,yes,P4173296
CUST#3397,Female,25,26,2780,Debit Card,Gariahat,2023-01-02,Morning,yes,G5243297
CUST#3398,Male,65,8,3848,Credit Card,Park Street,2023-12-11,Afternoon,yes,P2123298
CUST#3399,Male,24,18,1038,Debit Card,Alipore,2023-11-15,Night,yes,A3213299
CUST#3400,Female,64,19,3265,Cash,Behala,2023-04-18,Morning,yes,B1093300
CUST#3401,Male,52,24,3636,Credit Card,Gariahat,2023-06-13,Afternoon,yes,G7243301
CUST#3402,Male,18,16,4424,UPI,Alipore,2023-10-17,Morning,yes,A10523302
CUST#3403,Female,26,12,1426,Wallet,Tollygunge,2023-04-07,Evening,yes,T5733303
CUST#3404,Female,62,12,944,Credit Card,Gariahat,2023-10-26,Night,yes,G3603304
CUST#3405,Female,40,9,1887,Cash,Tollygunge,2023-07-01,Evening,yes,T7483305
CUST#3406,Male,44,20,4034,Credit Card,Dum Dum,2023-10-09,Morning,yes,D6323306
CUST#3407,Female,26,29,3997,UPI,Gariahat,2023-10-02,Afternoon,yes,G6313307
CUST#3408,Female,52,9,3038,UPI,Tollygunge,2023-12-14,Morning,yes,T2023308
CUST#3409,Male,46,12,2291,Cash,Park Street,2023-07-31,Night,yes,P8923309
CUST#3410,Male,46,22,3544,Credit Card,Ballygunge,2023-05-14,Morning,yes,B11623310
CUST#3411,Male,41,24,928,UPI,Tollygunge,2023-01-26,Evening,yes,T9563311
CUST#3412,Female,37,26,3267,Debit Card,Behala,2023-05-20,Night,yes,B6903312
CUST#3413,Female,36,27,3131,Debit Card,Park Street,2023-01-19,Night,yes,P10583313
CUST#3414,Male,20,7,2663,UPI,Gariahat,2023-04-24,Evening,yes,G3083314
CUST#3415,Female,49,24,1206,Debit Card,Alipore,2023-11-19,Afternoon,yes,A3953315
CUST#3416,Female,44,16,1552,Cash,Shyambazar,2023-07-18,Evening,yes,S7183316
CUST#3417,Male,19,8,1216,Cash,Gariahat,2023-10-14,Night,yes,G1123317
CUST#3418,Male,56,11,3087,Debit Card,Behala,2023-05-01,Morning,yes,B3133318
CUST#3419,Female,42,25,1587,UPI,Behala,2023-05-14,Afternoon,yes,B3083319
CUST#3420,Male,46,26,3899,Cash,Tollygunge,2023-12-12,Night,yes,T6693320
CUST#3421,Male,53,22,3412,Cash,Tollygunge,2023-10-03,Afternoon,yes,T4733321
CUST#3422,Male,65,8,2625,Cash,Behala,2023-10-26,Morning,yes,B7353322
CUST#3423,Female,53,14,880,Cash,Behala,2023-02-11,Afternoon,yes,B10543323
CUST#3424,Female,47,9,2883,UPI,Dum Dum,2023-07-30,Night,yes,D9693324
