customer_id,gender,age,total_orders,amount,payment_method,area,last_invoice_date,shopping_time,payment_status,Cashier,,,,
CUST01192,Male,38,18,189.32,UPI,Pratap Nagar,26-10-2023,Night,yes,PN34546,,,,
CUST01193,Male,49,22,16166.16,UPI,Bapu Bazaar,12-05-2023,Night,yes,BB30393,,,,
CUST01194,Male,47,41,1065.29,Debit Card,Jhotwara,08-06-2023,Morning,yes,JH34565,,,,
CUST01195,Female,57,32,1253.46,Debit Card,Mansarovar,25-10-2023,Morning,yes,MS27374,,,,
CUST01196,Male,47,43,1678.86,Wallet,C-Scheme,18-03-2023,Afternoon,yes,CS43533,,,,
CUST01197,Male,39,45,29074.98,UPI,Malviya Nagar,23-11-2023,Afternoon,yes,MN25354,,,,
CUST01198,Male,39,43,16626.24,Credit Card,Malviya Nagar,06-09-2023,Night,yes,MN25354,,,,
CUST01199,Female,18,47,19462.16,UPI,Mansarovar,02-11-2023,Evening,yes,MS27374,,,,
CUST01200,Male,34,33,23584.15,Cash,Shayam Nagar,12-10-2023,Afternoon,yes,SN22345,,,,
CUST01201,Male,43,12,6938.16,UPI,Bapu Bazaar,20-11-2023,Afternoon,yes,BB30393,,,,
CUST01202,Female,40,19,18086.34,UPI,Vaishali Nagar,09-05-2023,Night,yes,VN32344,,,,
CUST01203,Female,32,15,17184.4,Wallet,Shastri Nagar,01-03-2023,Evening,yes,SN34543,,,,
CUST01204,Female,56,2,9033.56,UPI,Shastri Nagar,28-04-2023,Evening,yes,SN34543,,,,
CUST01205,Male,55,31,10514.2,Debit Card,Mansarovar,14-04-2023,Evening,yes,MS27374,,,,
CUST01206,Male,35,39,12826.44,Wallet,Bapu Bazaar,28-10-2023,Night,yes,BB30393,,,,
CUST01207,Male,25,46,13234.17,Cash,Johari Bazaar,09-01-2023,Morning,yes,JW32473,,,,
CUST01208,Female,35,10,3983.88,Credit Card,Jhotwara,27-10-2023,Night,yes,JH34565,,,,
CUST01209,Male,54,26,5273.4,UPI,Mansarovar,24-11-2023,Evening,yes,MS27374,,,,
CUST01210,Female,42,37,9957.78,UPI,Pratap Nagar,27-02-2023,Evening,yes,PN34546,,,,
CUST01211,Male,35,27,3677.28,Debit Card,Malviya Nagar,26-02-2023,Night,yes,MN25354,,,,
CUST01212,Female,61,16,11886.12,Credit Card,Jhotwara,09-05-2023,Afternoon,yes,JH34565,,,,
CUST01213,Female,23,26,743.72,Credit Card,C-Scheme,18-08-2023,Evening,yes,CS43533,,,,
CUST01214,Female,27,29,17927.7,Credit Card,C-Scheme,01-10-2023,Afternoon,yes,CS43533,,,,
CUST01215,Male,45,50,12896.52,Debit Card,Malviya Nagar,01-11-2023,Night,yes,MN25354,,,,
CUST01216,Male,62,49,582.21,Wallet,Malviya Nagar,08-07-2023,Morning,yes,MN25354,,,,
CUST01217,Female,42,31,29278.56,Cash,Jhotwara,19-01-2023,Evening,yes,JH34565,,,,
CUST01218,Female,23,43,17989.2,UPI,Shastri Nagar,24-06-2023,Evening,yes,SN34543,,,,
CUST01219,Male,35,5,2740.68,UPI,Pratap Nagar,31-01-2023,Morning,yes,PN34546,,,,
CUST01220,Female,54,43,20712.18,Debit Card,Malviya Nagar,18-10-2023,Evening,yes,MN25354,,,,
CUST01221,Male,59,37,17059.26,Wallet,Jhotwara,14-01-2023,Afternoon,yes,JH34565,,,,
CUST01222,Female,64,25,3938.86,Cash,Johari Bazaar,21-06-2023,Night,yes,JW32473,,,,
CUST01223,Male,35,46,10074.92,Wallet,Pratap Nagar,27-11-2023,Morning,yes,PN34546,,,,
CUST01224,Female,62,14,984.74,Cash,Mansarovar,23-11-2023,Afternoon,yes,MS27374,,,,
CUST01225,Female,53,12,20293.32,Credit Card,Shayam Nagar,17-08-2023,Morning,yes,SN22345,,,,
CUST01226,Male,42,46,12699.44,Credit Card,Jhotwara,27-11-2023,Morning,yes,JH34565,,,,
CUST01227,Female,37,26,3049.54,Cash,Shayam Nagar,29-12-2023,Afternoon,yes,SN22345,,,,
CUST01228,Male,24,8,12384.8,UPI,Malviya Nagar,12-02-2023,Night,yes,MN25354,,,,
CUST01229,Male,32,27,2024.66,Credit Card,Jhotwara,19-08-2023,Morning,yes,JH34565,,,,
CUST01230,Male,50,19,8611.14,Wallet,Malviya Nagar,21-05-2023,Night,yes,MN25354,,,,
CUST01231,Male,47,40,23334.15,Credit Card,Johari Bazaar,08-09-2023,Morning,yes,JW32473,,,,
CUST01232,Female,32,26,9893.04,Cash,Mansarovar,28-05-2023,Night,yes,MS27374,,,,
CUST01233,Male,18,33,5598.03,Wallet,Vaishali Nagar,25-06-2023,Afternoon,yes,VN32344,,,,
CUST01234,Female,61,19,18083.28,Cash,Pratap Nagar,06-09-2023,Evening,yes,PN34546,,,,
CUST01235,Female,63,26,12508.98,Credit Card,Pratap Nagar,11-04-2023,Morning,yes,PN34546,,,,
CUST01236,Female,19,32,4898.02,Cash,Pratap Nagar,01-08-2023,Morning,yes,PN34546,,,,
CUST01237,Male,34,5,2235.12,UPI,Shastri Nagar,25-05-2023,Evening,yes,SN34543,,,,
CUST01238,Male,51,13,18452.68,Wallet,Shastri Nagar,04-09-2023,Evening,yes,SN34543,,,,
CUST01239,Male,20,39,1894.12,Debit Card,Shayam Nagar,11-12-2023,Afternoon,yes,SN22345,,,,
CUST01240,Female,51,20,3076.28,UPI,Jhotwara,24-05-2023,Evening,yes,JH34565,,,,
CUST01241,Male,39,20,2847.98,Credit Card,Bapu Bazaar,04-01-2023,Morning,yes,BB30393,,,,
CUST01242,Female,63,9,12863.58,Cash,Jhotwara,11-06-2023,Afternoon,yes,JH34565,,,,
CUST01243,Male,53,39,314.52,Cash,Shastri Nagar,16-12-2023,Afternoon,yes,SN34543,,,,
CUST01244,Male,21,1,1820.25,UPI,Johari Bazaar,31-08-2023,Afternoon,yes,JW32473,,,,
CUST01245,Female,25,11,12716.22,Debit Card,C-Scheme,22-09-2023,Evening,yes,CS43533,,,,
CUST01246,Female,54,30,4577.33,Credit Card,Shastri Nagar,02-03-2023,Evening,yes,SN34543,,,,
CUST01247,Female,60,42,168.81,Wallet,Shastri Nagar,25-12-2023,Afternoon,yes,SN34543,,,,
CUST01248,Female,61,13,3638.05,Cash,Johari Bazaar,30-07-2023,Afternoon,yes,JW32473,,,,
CUST01249,Female,49,36,3606.75,UPI,Vaishali Nagar,21-10-2023,Morning,yes,VN32344,,,,
CUST01250,Female,56,29,10374.21,Cash,Jhotwara,09-11-2023,Afternoon,yes,JH34565,,,,
CUST01251,Female,37,15,14549.36,Debit Card,C-Scheme,17-09-2023,Evening,yes,CS43533,,,,
CUST01252,Female,32,30,9276.16,Credit Card,Shayam Nagar,20-06-2023,Night,yes,SN22345,,,,
CUST01253,Male,45,11,3551.08,Credit Card,Johari Bazaar,18-10-2023,Night,yes,JW32473,,,,
CUST01254,Female,50,25,1741,Wallet,Pratap Nagar,02-07-2023,Evening,yes,PN34546,,,,
CUST01255,Male,52,31,23179.6,Cash,Bapu Bazaar,14-05-2023,Night,yes,BB30393,,,,
CUST01256,Female,49,33,2817.36,Credit Card,Pratap Nagar,20-07-2023,Morning,yes,PN34546,,,,
CUST01257,Male,42,19,11207.4,Credit Card,Johari Bazaar,06-10-2023,Afternoon,yes,JW32473,,,,
CUST01258,Male,32,33,1204.5,UPI,Bapu Bazaar,19-09-2023,Morning,yes,BB30393,,,,
CUST01259,Female,55,6,21781.75,Credit Card,Jhotwara,24-12-2023,Night,yes,JH34565,,,,
CUST01260,Female,26,47,3887.28,Wallet,Jhotwara,15-06-2023,Morning,yes,JH34565,,,,
CUST01261,Female,26,46,597.41,UPI,Pratap Nagar,12-01-2023,Afternoon,yes,PN34546,,,,
CUST01262,Male,60,17,12672.36,Debit Card,Vaishali Nagar,30-12-2023,Night,yes,VN32344,,,,
CUST01263,Male,19,47,2707.4,UPI,Johari Bazaar,04-09-2023,Morning,yes,JW32473,,,,
CUST01264,Male,29,23,18081.2,Wallet,Mansarovar,24-05-2023,Night,yes,MS27374,,,,
CUST01265,Female,29,48,14121.06,UPI,Pratap Nagar,22-04-2023,Night,yes,PN34546,,,,
CUST01266,Male,63,39,3932.61,Cash,Mansarovar,05-11-2023,Night,yes,MS27374,,,,
CUST01267,Male,34,30,17916.9,UPI,Bapu Bazaar,25-06-2023,Evening,yes,BB30393,,,,
CUST01268,Male,54,32,857.48,Credit Card,Malviya Nagar,29-11-2023,Morning,yes,MN25354,,,,
CUST01269,Male,62,46,13032.04,Credit Card,Mansarovar,31-08-2023,Night,yes,MS27374,,,,
CUST01270,Male,33,42,784.5,Wallet,Shastri Nagar,29-10-2023,Night,yes,SN34543,,,,
CUST01271,Female,33,5,4057,Debit Card,Bapu Bazaar,22-05-2023,Afternoon,yes,BB30393,,,,
CUST01272,Male,50,14,5860.1,Cash,Vaishali Nagar,10-04-2023,Afternoon,yes,VN32344,,,,
CUST01273,Female,60,27,18500.6,Credit Card,Vaishali Nagar,30-07-2023,Evening,yes,VN32344,,,,
CUST01274,Male,64,7,352.26,Cash,Shayam Nagar,12-12-2023,Afternoon,yes,SN22345,,,,
CUST01275,Male,45,21,5312.7,UPI,Shastri Nagar,30-01-2023,Evening,yes,SN34543,,,,
CUST01276,Male,35,18,9621.82,Credit Card,Vaishali Nagar,25-09-2023,Evening,yes,VN32344,,,,
CUST01277,Male,55,50,8844.26,Debit Card,Shayam Nagar,28-05-2023,Afternoon,yes,SN22345,,,,
CUST01278,Female,23,34,1721.33,UPI,Shastri Nagar,17-01-2023,Afternoon,yes,SN34543,,,,
CUST01279,Male,59,39,13340.1,UPI,Pratap Nagar,20-12-2023,Afternoon,yes,PN34546,,,,
CUST01280,Male,56,22,6864.16,UPI,Johari Bazaar,15-01-2023,Morning,yes,JW32473,,,,
CUST01281,Female,40,30,2143.41,Debit Card,Vaishali Nagar,29-11-2023,Night,yes,VN32344,,,,
CUST01282,Male,51,41,15050.92,Debit Card,Jhotwara,14-01-2023,Evening,yes,JH34565,,,,
CUST01283,Male,34,47,17422.96,Debit Card,Mansarovar,17-03-2023,Evening,yes,MS27374,,,,
CUST01284,Male,48,4,2175.64,UPI,Jhotwara,24-03-2023,Afternoon,yes,JH34565,,,,
CUST01285,Female,54,32,19671.6,Credit Card,C-Scheme,17-09-2023,Morning,yes,CS43533,,,,
CUST01286,Female,58,29,21671.52,UPI,Vaishali Nagar,18-07-2023,Morning,yes,VN32344,,,,
CUST01287,Female,35,49,12164.76,Wallet,Jhotwara,10-05-2023,Afternoon,yes,JH34565,,,,
CUST01288,Male,35,28,14108.05,Cash,Johari Bazaar,25-11-2023,Evening,yes,JW32473,,,,
CUST01289,Male,54,12,13555.59,Wallet,Bapu Bazaar,25-11-2023,Night,yes,BB30393,,,,
CUST01290,Female,59,6,4921.12,Credit Card,Shastri Nagar,15-04-2023,Night,yes,SN34543,,,,
CUST01291,Male,55,40,11503.4,Debit Card,Bapu Bazaar,21-03-2023,Morning,yes,BB30393,,,,
CUST01292,Male,19,36,7519.64,Cash,Johari Bazaar,20-07-2023,Morning,yes,JW32473,,,,
CUST01293,Female,51,30,19998.06,Credit Card,Malviya Nagar,20-10-2023,Afternoon,yes,MN25354,,,,
CUST01294,Male,39,45,8513.7,Cash,Jhotwara,20-10-2023,Night,yes,JH34565,,,,
CUST01295,Female,29,49,13122.12,UPI,Malviya Nagar,03-04-2023,Afternoon,yes,MN25354,,,,
CUST01296,Female,49,31,15430.1,Cash,Jhotwara,28-01-2023,Morning,yes,JH34565,,,,
CUST01297,Male,39,19,780.16,Debit Card,Pratap Nagar,02-08-2023,Morning,yes,PN34546,,,,
CUST01298,Female,36,38,3869.28,Cash,Jhotwara,16-01-2023,Afternoon,yes,JH34565,,,,
CUST01299,Male,64,50,9772.95,Wallet,Shayam Nagar,21-09-2023,Afternoon,yes,SN22345,,,,
CUST01300,Male,50,9,1843.31,Debit Card,Malviya Nagar,03-12-2023,Evening,yes,MN25354,,,,
CUST01301,Male,60,7,320,UPI,C-Scheme,29-03-2023,Night,yes,CS43533,,,,
CUST01302,Female,38,42,2701.28,Cash,Mansarovar,13-02-2023,Night,yes,MS27374,,,,
CUST01303,Male,25,47,357.66,UPI,Malviya Nagar,25-05-2023,Night,yes,MN25354,,,,
CUST01304,Female,62,26,4669.98,Cash,Mansarovar,13-08-2023,Afternoon,yes,MS27374,,,,
CUST01305,Female,44,8,20466.1,Wallet,Shayam Nagar,01-03-2023,Night,yes,SN22345,,,,
CUST01306,Male,61,38,3124.68,Debit Card,C-Scheme,15-02-2023,Night,yes,CS43533,,,,
CUST01307,Female,24,49,2915.5,Wallet,Shastri Nagar,23-07-2023,Afternoon,yes,SN34543,,,,
CUST01308,Male,40,37,4814.88,Debit Card,Jhotwara,02-04-2023,Night,yes,JH34565,,,,
CUST01309,Male,19,47,1787.06,Debit Card,C-Scheme,10-04-2023,Morning,yes,CS43533,,,,
CUST01310,Male,44,48,9302.08,Debit Card,Mansarovar,12-11-2023,Afternoon,yes,MS27374,,,,
CUST01311,Male,54,23,4629.83,Debit Card,Malviya Nagar,27-04-2023,Morning,yes,MN25354,,,,
CUST01312,Male,23,6,21319.35,Debit Card,Pratap Nagar,15-12-2023,Night,yes,PN34546,,,,
CUST01313,Male,62,21,14288.01,Cash,Pratap Nagar,08-05-2023,Morning,yes,PN34546,,,,
CUST01314,Female,30,16,16874.28,UPI,Shastri Nagar,29-07-2023,Afternoon,yes,SN34543,,,,
CUST01315,Male,28,40,6222.74,Wallet,Shayam Nagar,30-03-2023,Evening,yes,SN22345,,,,
CUST01316,Male,29,40,884.04,Debit Card,Vaishali Nagar,16-01-2023,Evening,yes,VN32344,,,,
CUST01317,Female,59,5,4390.98,Cash,Mansarovar,03-01-2023,Night,yes,MS27374,,,,
CUST01318,Female,38,22,3389.04,UPI,Jhotwara,25-06-2023,Evening,yes,JH34565,,,,
CUST01319,Male,59,21,22734.25,Cash,Johari Bazaar,07-05-2023,Afternoon,yes,JW32473,,,,
CUST01320,Male,41,10,3126.18,Wallet,Vaishali Nagar,25-07-2023,Morning,yes,VN32344,,,,
CUST01321,Male,42,13,3927.54,UPI,Shayam Nagar,15-02-2023,Night,yes,SN22345,,,,
CUST01322,Male,29,10,23560.65,UPI,Jhotwara,30-03-2023,Afternoon,yes,JH34565,,,,
CUST01323,Male,33,26,1495.81,Debit Card,Mansarovar,09-12-2023,Morning,yes,MS27374,,,,
CUST01324,Female,22,41,12169.8,Credit Card,Mansarovar,19-06-2023,Night,yes,MS27374,,,,
CUST01325,Female,19,15,12830.7,UPI,Jhotwara,08-07-2023,Night,yes,JH34565,,,,
CUST01326,Female,30,14,14162.01,Cash,Johari Bazaar,09-01-2023,Evening,yes,JW32473,,,,
CUST01327,Male,30,28,24302.16,Credit Card,Malviya Nagar,10-12-2023,Morning,yes,MN25354,,,,
CUST01328,Male,42,18,127.62,UPI,Johari Bazaar,06-11-2023,Morning,yes,JW32473,,,,
CUST01329,Male,53,8,737.33,Cash,Shayam Nagar,02-10-2023,Night,yes,SN22345,,,,
CUST01330,Female,40,27,3047.72,UPI,C-Scheme,23-07-2023,Afternoon,yes,CS43533,,,,
CUST01331,Male,20,49,3045.05,Wallet,Pratap Nagar,09-08-2023,Night,yes,PN34546,,,,
CUST01332,Female,54,34,19106.6,UPI,Malviya Nagar,26-08-2023,Afternoon,yes,MN25354,,,,
CUST01333,Male,60,26,6503.36,Cash,Johari Bazaar,01-08-2023,Morning,yes,JW32473,,,,
CUST01334,Male,42,7,14386.83,UPI,Mansarovar,30-11-2023,Night,yes,MS27374,,,,
CUST01335,Female,36,5,26821.56,Wallet,Jhotwara,01-06-2023,Evening,yes,JH34565,,,,
CUST01336,Female,40,36,16856.3,Cash,C-Scheme,21-01-2023,Afternoon,yes,CS43533,,,,
CUST01337,Female,47,12,3262.17,UPI,Jhotwara,04-10-2023,Afternoon,yes,JH34565,,,,
CUST01338,Female,62,6,28883.4,Cash,Shayam Nagar,13-01-2023,Afternoon,yes,SN22345,,,,
CUST01339,Male,23,42,21450.85,Wallet,C-Scheme,09-12-2023,Afternoon,yes,CS43533,,,,
CUST01340,Female,22,47,2122.11,UPI,Bapu Bazaar,25-02-2023,Afternoon,yes,BB30393,,,,
CUST01341,Male,21,15,4895.98,Credit Card,Johari Bazaar,22-02-2023,Evening,yes,JW32473,,,,
CUST01342,Male,62,10,6126.36,Wallet,Johari Bazaar,07-06-2023,Morning,yes,JW32473,,,,
CUST01343,Male,22,49,12189.39,Credit Card,C-Scheme,28-06-2023,Afternoon,yes,CS43533,,,,
CUST01344,Female,57,47,3603.42,UPI,Jhotwara,13-05-2023,Afternoon,yes,JH34565,,,,
CUST01345,Male,52,17,9649.8,Cash,Johari Bazaar,10-08-2023,Evening,yes,JW32473,,,,
CUST01346,Male,48,1,4277.17,Cash,Vaishali Nagar,31-05-2023,Night,yes,VN32344,,,,
CUST01347,Male,43,36,9120,Credit Card,Vaishali Nagar,16-10-2023,Afternoon,yes,VN32344,,,,
CUST01348,Female,19,22,12224.1,Debit Card,Bapu Bazaar,12-09-2023,Evening,yes,BB30393,,,,
CUST01349,Male,21,41,7654.36,Debit Card,Shayam Nagar,02-08-2023,Evening,yes,SN22345,,,,
CUST01350,Female,62,39,8535.3,Credit Card,Shayam Nagar,30-04-2023,Afternoon,yes,SN22345,,,,
CUST01351,Female,56,27,13590.75,UPI,Johari Bazaar,01-04-2023,Night,yes,JW32473,,,,
CUST01352,Male,35,28,333.48,UPI,Johari Bazaar,06-10-2023,Evening,yes,JW32473,,,,
CUST01353,Male,22,13,11997.93,Credit Card,Pratap Nagar,15-08-2023,Afternoon,yes,PN34546,,,,
CUST01354,Female,51,7,1636.4,Cash,Pratap Nagar,23-01-2023,Afternoon,yes,PN34546,,,,
CUST01355,Female,60,19,7161.18,UPI,Shastri Nagar,18-06-2023,Night,yes,SN34543,,,,
CUST01356,Male,44,12,28112.64,Credit Card,Malviya Nagar,24-06-2023,Night,yes,MN25354,,,,
CUST01357,Male,40,47,3303.68,Credit Card,Johari Bazaar,01-03-2023,Evening,yes,JW32473,,,,
CUST01358,Female,30,4,8419.24,Credit Card,Pratap Nagar,13-03-2023,Evening,yes,PN34546,,,,
CUST01359,Male,29,50,16285.68,Debit Card,Shastri Nagar,04-01-2023,Morning,yes,SN34543,,,,
CUST01360,Male,26,6,10852.11,Credit Card,Pratap Nagar,21-08-2023,Night,yes,PN34546,,,,
CUST01361,Male,57,25,5781.06,Credit Card,Mansarovar,12-10-2023,Night,yes,MS27374,,,,
CUST01362,Male,59,7,12786.1,Credit Card,Mansarovar,25-04-2023,Night,yes,MS27374,,,,
CUST01363,Female,56,8,6246.69,Credit Card,Bapu Bazaar,12-11-2023,Afternoon,yes,BB30393,,,,
CUST01364,Female,40,13,233.61,Credit Card,Johari Bazaar,17-03-2023,Morning,yes,JW32473,,,,
CUST01365,Female,50,41,17215.4,UPI,Johari Bazaar,30-12-2023,Evening,yes,JW32473,,,,
CUST01366,Male,30,5,5731.52,UPI,Jhotwara,06-03-2023,Evening,yes,JH34565,,,,
CUST01367,Male,29,41,14071.86,Wallet,Johari Bazaar,29-10-2023,Afternoon,yes,JW32473,,,,
CUST01368,Male,21,19,13608.8,Wallet,Mansarovar,04-07-2023,Night,yes,MS27374,,,,
CUST01369,Male,63,33,11064,UPI,Shayam Nagar,16-02-2023,Evening,yes,SN22345,,,,
CUST01370,Female,43,45,14351.4,Credit Card,Mansarovar,13-05-2023,Night,yes,MS27374,,,,
CUST01371,Male,61,10,10423.8,Debit Card,Jhotwara,18-03-2023,Morning,yes,JH34565,,,,
CUST01372,Female,24,13,8380.36,Cash,Malviya Nagar,08-06-2023,Afternoon,yes,MN25354,,,,
CUST01373,Female,63,38,7080.58,Wallet,Mansarovar,10-04-2023,Night,yes,MS27374,,,,
CUST01374,Female,52,14,12013,Wallet,Johari Bazaar,17-02-2023,Afternoon,yes,JW32473,,,,
CUST01375,Male,26,25,2696.74,Debit Card,Pratap Nagar,25-04-2023,Night,yes,PN34546,,,,
CUST01376,Female,37,22,16151.16,Credit Card,C-Scheme,20-08-2023,Afternoon,yes,CS43533,,,,
CUST01377,Male,50,4,4212.82,Debit Card,Vaishali Nagar,02-08-2023,Evening,yes,VN32344,,,,
CUST01378,Female,33,24,13213.2,Wallet,Pratap Nagar,01-08-2023,Night,yes,PN34546,,,,
CUST01379,Male,43,2,1076.55,UPI,Bapu Bazaar,06-08-2023,Morning,yes,BB30393,,,,
CUST01380,Female,60,18,687.18,Debit Card,Jhotwara,25-02-2023,Afternoon,yes,JH34565,,,,
CUST01381,Female,42,37,2623.32,Cash,Vaishali Nagar,10-06-2023,Morning,yes,VN32344,,,,
CUST01382,Female,49,46,2345.68,Credit Card,Jhotwara,11-04-2023,Afternoon,yes,JH34565,,,,
CUST01383,Female,56,26,1387,Debit Card,C-Scheme,16-07-2023,Afternoon,yes,CS43533,,,,
CUST01384,Male,61,46,23201.64,Wallet,Malviya Nagar,07-04-2023,Night,yes,MN25354,,,,
CUST01385,Female,21,45,19625.36,Cash,Malviya Nagar,31-12-2023,Evening,yes,MN25354,,,,
CUST01386,Male,20,40,3509.09,Debit Card,Shayam Nagar,01-06-2023,Evening,yes,SN22345,,,,
CUST01387,Male,43,43,8756.49,Cash,Jhotwara,24-03-2023,Afternoon,yes,JH34565,,,,
CUST01388,Female,38,32,10923.4,Wallet,Vaishali Nagar,29-05-2023,Morning,yes,VN32344,,,,
CUST01389,Female,60,24,19659.45,Cash,Johari Bazaar,24-12-2023,Morning,yes,JW32473,,,,
CUST01390,Female,48,44,6733.1,Wallet,Shastri Nagar,14-01-2023,Morning,yes,SN34543,,,,
CUST01391,Male,62,14,29599.92,Debit Card,Pratap Nagar,08-08-2023,Night,yes,PN34546,,,,
CUST01392,Female,39,19,2050.17,UPI,C-Scheme,04-11-2023,Night,yes,CS43533,,,,
CUST01393,Female,41,10,3665.28,Debit Card,C-Scheme,18-08-2023,Evening,yes,CS43533,,,,
CUST01394,Male,35,24,14545.04,Cash,Johari Bazaar,02-11-2023,Morning,yes,JW32473,,,,
CUST01395,Female,64,21,3502.56,Wallet,Jhotwara,14-08-2023,Morning,yes,JH34565,,,,
CUST01396,Female,43,16,12621.51,Cash,Malviya Nagar,05-09-2023,Afternoon,yes,MN25354,,,,
CUST01397,Female,35,2,19418.35,Credit Card,Pratap Nagar,01-01-2023,Morning,yes,PN34546,,,,
CUST01398,Female,19,45,8145.9,UPI,C-Scheme,18-01-2023,Morning,yes,CS43533,,,,
CUST01399,Female,22,35,12952.98,Cash,Vaishali Nagar,22-10-2023,Night,yes,VN32344,,,,
CUST01400,Male,54,4,15170.44,Cash,Shastri Nagar,18-07-2023,Morning,yes,SN34543,,,,
CUST01401,Male,41,50,2225.22,Credit Card,Vaishali Nagar,01-05-2023,Night,yes,VN32344,,,,
CUST01402,Male,62,2,3399.42,UPI,Jhotwara,03-05-2023,Evening,yes,JH34565,,,,
CUST01403,Male,32,44,6218.12,UPI,Mansarovar,01-04-2023,Morning,yes,MS27374,,,,
CUST01404,Male,29,49,7651.62,UPI,Shastri Nagar,20-05-2023,Afternoon,yes,SN34543,,,,
CUST01405,Male,42,19,19221,Wallet,Mansarovar,29-06-2023,Afternoon,yes,MS27374,,,,
CUST01406,Female,28,12,18200.56,Debit Card,Johari Bazaar,26-11-2023,Morning,yes,JW32473,,,,
CUST01407,Female,25,9,5908.3,UPI,Bapu Bazaar,28-01-2023,Afternoon,yes,BB30393,,,,
CUST01408,Male,54,44,5081.68,Cash,Malviya Nagar,08-06-2023,Evening,yes,MN25354,,,,
CUST01409,Male,32,41,8883.09,Cash,Jhotwara,18-03-2023,Evening,yes,JH34565,,,,
CUST01410,Female,53,1,7238.55,Debit Card,Johari Bazaar,19-11-2023,Evening,yes,JW32473,,,,
CUST01411,Male,39,29,8070.6,Debit Card,Shayam Nagar,23-02-2023,Afternoon,yes,SN22345,,,,
CUST01412,Female,60,33,23257.08,Credit Card,Pratap Nagar,17-06-2023,Morning,yes,PN34546,,,,
CUST01413,Male,34,3,1739.32,Cash,Vaishali Nagar,12-01-2023,Night,yes,VN32344,,,,
CUST01414,Male,21,14,8362.56,Credit Card,Pratap Nagar,27-08-2023,Evening,yes,PN34546,,,,
CUST01415,Male,52,26,9638.94,UPI,Bapu Bazaar,28-02-2023,Morning,yes,BB30393,,,,
CUST01416,Male,29,32,2629.49,Wallet,Shayam Nagar,10-08-2023,Afternoon,yes,SN22345,,,,
CUST01417,Female,65,4,7735.62,Credit Card,Shayam Nagar,01-03-2023,Evening,yes,SN22345,,,,
CUST01418,Male,21,25,6772.06,UPI,Pratap Nagar,22-06-2023,Evening,yes,PN34546,,,,
CUST01419,Male,63,1,3887.7,Debit Card,Vaishali Nagar,01-06-2023,Morning,yes,VN32344,,,,
CUST01420,Male,54,9,119.64,Debit Card,C-Scheme,01-09-2023,Afternoon,yes,CS43533,,,,
CUST01421,Male,39,43,4652,Credit Card,Malviya Nagar,29-12-2023,Night,yes,MN25354,,,,
CUST01422,Female,32,34,3785.68,Credit Card,Shastri Nagar,16-02-2023,Evening,yes,SN34543,,,,
CUST01423,Male,31,47,1160.48,Wallet,Johari Bazaar,13-06-2023,Evening,yes,JW32473,,,,
CUST01424,Male,62,46,6812.25,Wallet,Shayam Nagar,11-10-2023,Night,yes,SN22345,,,,
CUST01425,Female,48,6,9870.78,Credit Card,Shayam Nagar,04-10-2023,Evening,yes,SN22345,,,,
CUST01426,Male,45,40,16081.48,Cash,Shayam Nagar,14-06-2023,Afternoon,yes,SN22345,,,,
CUST01427,Female,63,6,384.9,Debit Card,Vaishali Nagar,18-11-2023,Night,yes,VN32344,,,,
CUST01428,Female,34,2,1424.52,Wallet,Johari Bazaar,15-04-2023,Evening,yes,JW32473,,,,
CUST01429,Male,43,10,13516.2,Wallet,C-Scheme,28-03-2023,Evening,yes,CS43533,,,,
CUST01430,Male,61,23,16010.65,Wallet,C-Scheme,04-02-2023,Afternoon,yes,CS43533,,,,
CUST01431,Male,38,37,16015.7,Cash,Bapu Bazaar,08-02-2023,Afternoon,yes,BB30393,,,,
CUST01432,Male,31,31,5368.89,Debit Card,Mansarovar,12-01-2023,Evening,yes,MS27374,,,,
CUST01433,Female,20,41,7982.98,Debit Card,Bapu Bazaar,16-04-2023,Evening,yes,BB30393,,,,
CUST01434,Male,20,32,10077.93,Debit Card,Shayam Nagar,13-04-2023,Evening,yes,SN22345,,,,
CUST01435,Female,53,29,13301.25,Cash,Shayam Nagar,31-01-2023,Evening,yes,SN22345,,,,
CUST01436,Male,61,25,3108.83,Cash,Mansarovar,06-09-2023,Morning,yes,MS27374,,,,
CUST01437,Male,33,15,255.09,Cash,Johari Bazaar,28-12-2023,Night,yes,JW32473,,,,
CUST01438,Female,52,39,21802.2,Wallet,Bapu Bazaar,26-05-2023,Night,yes,BB30393,,,,
CUST01439,Male,39,39,3920.45,Cash,Shayam Nagar,03-03-2023,Night,yes,SN22345,,,,
CUST01440,Male,49,16,11425.05,Credit Card,Bapu Bazaar,25-04-2023,Morning,yes,BB30393,,,,
CUST01441,Male,52,2,10811,UPI,Malviya Nagar,07-04-2023,Afternoon,yes,MN25354,,,,
CUST01442,Male,54,18,12827.35,Cash,Pratap Nagar,30-09-2023,Evening,yes,PN34546,,,,
CUST01443,Male,30,1,4224.48,Debit Card,Shastri Nagar,24-12-2023,Evening,yes,SN34543,,,,
CUST01444,Female,64,40,1924.06,Wallet,Malviya Nagar,17-08-2023,Night,yes,MN25354,,,,
CUST01445,Female,24,31,16974.56,Credit Card,Jhotwara,20-09-2023,Evening,yes,JH34565,,,,
CUST01446,Female,30,44,12491.04,Debit Card,Shayam Nagar,12-01-2023,Night,yes,SN22345,,,,
